schema_version,export_id,exported_at,device_id,company_id,client_id,inventory_id,inventory_name,aisle_id,aisle_code,capture_session_id,capture_photo_id,client_file_id,capture_order,captured_at,position_code,position_status,internal_code,quantity,quantity_status,detection_status,detector_version,parser_version,prepared_asset_fingerprint,source,requires_review,confirmed_manually,error_code,notes,freeze_id,freeze_generation
1,a6ab063d-7e02-4a2a-92f7-f26981e9d120,2026-08-04T20:02:06.338Z,9beca0c6-d06d-4b38-a553-96aa7d329105,,,9c0cdfb9-95b5-458c-8cc8-9a8d87c8b12d,prueba-zip-04,b108e483-dca8-4374-841d-dd663abc0d6d,09,fd2e9f97-babd-40f7-b059-87c2776e6969,fd2e9f97-babd-40f7-b059-87c2776e6969:1000329485,,1,2026-08-04T20:01:57.367Z,pos_n4IajJ53NSnsTOnO,LABEL_DETECTED,,,MISSING,DETECTED_UNVERIFIED,mlkit-barcode-1.0.0,1.1.0,sha256:52b79fb0030da6c174c15522cfece577ac961d5debff009ce6cae5e606dcc630,LOCAL_POSITION_LABEL,false,false,POSITION_LABEL_DETECTED,,a3649c28-bb6f-426c-996d-3f18aa2ff2bf,1
1,a6ab063d-7e02-4a2a-92f7-f26981e9d120,2026-08-04T20:02:06.338Z,9beca0c6-d06d-4b38-a553-96aa7d329105,,,9c0cdfb9-95b5-458c-8cc8-9a8d87c8b12d,prueba-zip-04,b108e483-dca8-4374-841d-dd663abc0d6d,09,fd2e9f97-babd-40f7-b059-87c2776e6969,fd2e9f97-babd-40f7-b059-87c2776e6969:1000329486,,2,2026-08-04T20:01:57.569Z,pos_n4IajJ53NSnsTOnO,INFERRED_FROM_PRIOR_LABEL,23252855982,5000,PRESENT,RESOLVED,mlkit-barcode-1.0.0,1.1.0,sha256:eefd72042598919d8f749279e96e5906fb84ad80059417742df928eb4b2c0677,LOCAL_CODE_SCAN,false,false,,,a3649c28-bb6f-426c-996d-3f18aa2ff2bf,1
